Stock,Author,Title,AskingPrice,Notes,Active,Catalog #1,Catalog #2,Cost,Binding,BookType,Inscription,Publisher,Edition,Book Cond,Jckt Cond,ISBN,PubLoc,PubYr,PrivateComment,Amazon,Price,,,,,
910,"Higson, Charlie",Young Bond 3: Double or Die,44.99,"UK 1/1 PBO, Puffin 2007, signed by author to title page. In original Limited Edition foil bag.",Y,7,,3.73,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
911,"Higson, Charlie",Young Bond 3: Double or Die,44.99,"UK 1/1 PBO, Puffin 2007, signed by author to title page. In original Limited Edition foil bag.",Y,7,,3.73,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
912,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",Y,7,,3.73,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,Y,22.24,,,,,
913,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",Y,7,,3.73,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
914,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",Y,7,,3.73,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
915,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",Y,7,,3.73,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
916,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",Y,7,,3.73,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
917,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",Y,7,,3.73,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
918,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",Y,7,,3.73,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
919,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",Y,7,,3.73,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
920,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",Y,7,,3.73,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
921,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",Y,7,,4.49,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
938,"Higson, Charlie",Young Bond 1: Silverfin,29,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005. New Book. ",Y,7,,7.03,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141318597,UK,2005,,D,,,,,,
939,"Higson, Charlie",Young Bond 2:Blood Fever,9.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Sequel to the hugely successful Debut Silverfin",Y,7,,5,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141318600,UK,2006,,,,,,,,
944,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",Y,7,,6.99,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
945,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",Y,7,,6.99,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
946,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",Y,7,,5.24,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
947,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",Y,7,,5.24,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
948,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",Y,7,,5.24,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
949,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",Y,7,,5.24,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
953,"Higson, Charlie",Young Bond 1: Silverfin,20,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005. VG condition, light wear only, light staining to edge of page block only.",Y,7,,1.5,Mass Market Paperback,,,Puffin,First Edition,VG,No Jacket,0141318597,UK,2005,,,,,,,,
954,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",Y,7,,4.7,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,,,,,,,
989,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",Y,7,,0,Mass Market Paperback,,,Rough Guides,First Edition,F,No Jacket,n/a,UK,2007,,N/a,,,,,,
990,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",Y,7,,0,Mass Market Paperback,,,Rough Guides,First Edition,F,No Jacket,n/a,UK,2007,,N/a,,,,,,
991,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",Y,7,,0,Mass Market Paperback,,,Rough Guides,First Edition,F,No Jacket,n/a,UK,2007,,N/a,,,,,,
992,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",Y,7,,0,Mass Market Paperback,,,Rough Guides,First Edition,F,No Jacket,n/a,UK,2007,,N/a,,,,,,
993,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",Y,7,,0,Mass Market Paperback,,,Rough Guides,First Edition,F,No Jacket,n/a,UK,2007,,N/a,,,,,,
994,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",Y,7,,0,Mass Market Paperback,,,Rough Guides,First Edition,F,No Jacket,n/a,UK,2007,,N/a,,,,,,
995,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",Y,7,,0,Mass Market Paperback,,,Rough Guides,First Edition,F,No Jacket,n/a,UK,2007,,N/a,,,,,,
996,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",Y,7,,0,Mass Market Paperback,,,Rough Guides,First Edition,F,No Jacket,n/a,UK,2007,,N/a,,,,,,
997,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",Y,7,,0,Mass Market Paperback,,,Rough Guides,First Edition,F,No Jacket,n/a,UK,2007,,N/a,,,,,,
998,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",Y,7,,0,Mass Market Paperback,,,Rough Guides,First Edition,F,No Jacket,n/a,UK,2007,,N/a,,,,,,
999,"Higson, Charlie",The Young Bond Rough Guide to London,25,"UK promo mini paperback of 64 pages, Rough Guides 2007. Fine condition. Promo book that was given away with the Guardian in certain areas of Southern England in April 2007.",Y,7,,0,Mass Market Paperback,,,Rough Guides,First Edition,F,No Jacket,n/a,UK,2007,,N/a,,,,,,
1002,"Higson, Charlie",Young Bond 3: Double or Die,122.24,"UK Uncorrected proof, Puffin 2007. Signed by Author to title page. VG condition, light wear to edges, single crease to spine, light bump to top of spine.",Y,7,,10.53,Mass Market Paperback,Proof,Signed by Author,Puffin,First Edition,VG,No Jacket,9780141322032,UK,2007,,Y,122.24,,,,,
1004,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",Y,7,,3.54,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,D,,,,,,
1007,"Higson, Charlie",Young Bond 1: Silverfin,50,"UK PBO 1st Edn, 1st Imp with printers error. Puffin 2005. Signed by Author to title page with ""shaken not stirred"" dedication. VG Condition, light wear to edges and 2 minor bumps to spine.",Y,7,,9.76,Mass Market Paperback,,Signed by Author,Puffin,First Edition,VG,No Jacket,0141318597,UK,2005,,Y,47.24,,,,,
1008,"Higson, Charlie",Young Bond 2:Blood Fever,29.99,"UK 1/1 PBO, Puffin 2006. Fine condition.Signed by author. Sequel to the hugely successful Debut Silverfin",Y,7,,7.56,Mass Market Paperback,,Signed by Author,Puffin,First Edition,F,No Jacket,0141318600,UK,2006,,D,,,,,,
1060,"Higson, Charlie",The Times Books Supplement: Hurricane Gold Extract,15,UK newspaper extract 25.08.07,Y,7,,1.3,Newspaper,,,The Times,First Edition,VG,No Jacket,n/a,UK,2007,,,,,,,,
1061,"Higson, Charlie",The Times Books Supplement: Hurricane Gold Extract,15,UK newspaper extract 25.08.07,Y,7,,1.3,Newspaper,,,The Times,First Edition,VG,No Jacket,n/a,UK,2007,,,,,,,,
1062,"Higson, Charlie",The Times Books Supplement: Hurricane Gold Extract,15,UK newspaper extract 25.08.07,Y,7,,1.3,Newspaper,,,The Times,First Edition,VG,No Jacket,n/a,UK,2007,,,,,,,,
1063,"Higson, Charlie",The Times Books Supplement: Hurricane Gold Extract,15,UK newspaper extract 25.08.07,Y,7,,1.3,Newspaper,,,The Times,First Edition,VG,No Jacket,n/a,UK,2007,,,,,,,,
1064,"Higson, Charlie",The Times Books Supplement: Hurricane Gold Extract,15,UK newspaper extract 25.08.07,Y,7,,1.3,Newspaper,,,The Times,First Edition,VG,No Jacket,n/a,UK,2007,,,,,,,,
1065,"Higson, Charlie",The Times Books Supplement: Hurricane Gold Extract,15,UK newspaper extract 25.08.07,Y,7,,1.3,Newspaper,,,The Times,First Edition,VG,No Jacket,n/a,UK,2007,,,,,,,,
1066,"Higson, Charlie",The Times Books Supplement: Hurricane Gold Extract,15,UK newspaper extract 25.08.07,Y,7,,1.3,Newspaper,,,The Times,First Edition,VG,No Jacket,n/a,UK,2007,,,,,,,,
1067,"Higson, Charlie",The Times Books Supplement: Hurricane Gold Extract,15,UK newspaper extract 25.08.07,Y,7,,1.3,Newspaper,,,The Times,First Edition,VG,No Jacket,n/a,UK,2007,,,,,,,,
1068,"Higson, Charlie",The Times Books Supplement: Hurricane Gold Extract,15,UK newspaper extract 25.08.07,Y,7,,1.3,Newspaper,,,The Times,First Edition,VG,No Jacket,n/a,UK,2007,,,,,,,,
1069,"Higson, Charlie",The Times Books Supplement: Hurricane Gold Extract,15,UK newspaper extract 25.08.07,Y,7,,1.3,Newspaper,,,The Times,First Edition,VG,No Jacket,n/a,UK,2007,,,,,,,,
1080,"Higson, Charlie",Young Bond 4: Hurricane Gold,97.24,"UK 1/1 HB, Puffin 2007. Signed & dated on publication date by Charlie Higson to title page in gold pen. VG gold hardback with wraparound band as issued. Comes with Times Hurricane Gold extract & promo leaflet",Y,7,,6.49,Hard Cover,,Signed by Author,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,Y,97.24,,,,,
1081,"Higson, Charlie",Young Bond 4: Hurricane Gold,97.24,"UK 1/1 HB, Puffin 2007. Signed & dated on publication date by Charlie Higson to title page in gold pen. VG gold hardback with wraparound band as issued. Comes with Times Hurricane Gold extract & promo leaflet",Y,7,,6.49,Hard Cover,,Signed by Author,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
1082,"Higson, Charlie",Young Bond 4: Hurricane Gold,97.24,"UK 1/1 HB, Puffin 2007. Signed & dated on publication date by Charlie Higson to title page in gold pen. VG gold hardback with wraparound band as issued. Comes with Times Hurricane Gold extract & promo leaflet",Y,7,,6.49,Hard Cover,,Signed by Author,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
1083,"Higson, Charlie",Young Bond 4: Hurricane Gold,97.24,"UK 1/1 HB, Puffin 2007. Signed & dated on publication date by Charlie Higson to title page in gold pen. VG gold hardback with wraparound band as issued. Comes with Times Hurricane Gold extract & promo leaflet",Y,7,,6.49,Hard Cover,,Signed by Author,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
1084,"Higson, Charlie",Young Bond 4: Hurricane Gold,97.24,"UK 1/1 HB, Puffin 2007. Signed & dated on publication date by Charlie Higson to title page in gold pen. VG gold hardback with wraparound band as issued. Comes with Times Hurricane Gold extract & promo leaflet",Y,7,,6.49,Hard Cover,,Signed by Author,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
1085,"Higson, Charlie",Young Bond 4: Hurricane Gold,37.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",Y,7,,6.49,Hard Cover,,Signed by Author,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,Y,37.24,,,,,
1086,"Higson, Charlie",Young Bond 4: Hurricane Gold,37.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",Y,7,,6.49,Hard Cover,,Signed by Author,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
1087,"Higson, Charlie",Young Bond 4: Hurricane Gold,37.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",Y,7,,6.49,Hard Cover,,Signed by Author,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
1088,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",Y,7,,6.49,Hard Cover,,,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
1089,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",Y,7,,6.49,Hard Cover,,,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
1090,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",Y,7,,6.49,Hard Cover,,,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
1091,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",Y,7,,6.49,Hard Cover,,,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
1092,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",Y,7,,6.49,Hard Cover,,,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
1093,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",Y,7,,6.49,Hard Cover,,,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
1094,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",Y,7,,6.49,Hard Cover,,,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
1095,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",Y,7,,6.49,Hard Cover,,,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
1096,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",Y,7,,6.49,Hard Cover,,,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
1097,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",Y,7,,6.49,Hard Cover,,,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
1098,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",Y,7,,6.49,Hard Cover,,,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
1099,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",Y,7,,6.49,Hard Cover,,,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
1100,"Higson, Charlie",Young Bond 4: Hurricane Gold,17.24,"UK 1/1 HB, Puffin 2007. VG gold hardback with wraparound band as issued.",Y,7,,6.49,Hard Cover,,,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
1104,"Higson, Charlie",Young Bond 3: Double or Die,22.24,"UK 1/1 PBO, Puffin 2007. In original Limited Edition foil bag.",Y,7,,4.01,Mass Market Paperback,,,Puffin,First Edition,F,No Jacket,0141322032,UK,2007,,D,,,,,,
1105,"Higson, Charlie",Young Bond 2:Blood Fever,14.99,"UK 1/1 PBO, Puffin 2006. VG+ condition. Very light wear to edges and v light creasing to spine. Sequel to the hugely successful Debut Silverfin",Y,7,,4.61,Mass Market Paperback,,,Puffin,First Edition,VG,No Jacket,0141318600,UK,2006,,Y,14.99,,,,,
1106,"Higson, Charlie",Young Bond 4: Hurricane Gold,72.24,"UK 1/1 HB, Puffin 2007. Signed & numbered limited edition - no 1276 of 1500. Fine gold hardback with wraparound band as issued. ",Y,7,,30.99,Hard Cover,,Signed by Author,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,Y,72.24,,,,,
1107,"Higson, Charlie",Young Bond 4: Hurricane Gold,72.24,"UK 1/1 HB, Puffin 2007. Signed & numbered limited edition - no 1379 of 1500. Fine gold hardback with wraparound band as issued. ",Y,7,,24.03,Hard Cover,,Signed by Author,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
1108,"Higson, Charlie",Young Bond 3: Double or Die,99.99,UK limited signed collectors edition. Puffin 2007. No 943 of 999. Opened only to confirm contents. ,Y,7,,25,Hard Cover,,Signed by Author,Puffin,First Edition,F,F,9780141384153,UK,2007,,Y,99.99,,,,,
1122,"Higson, Charlie",Young Bond 4: Hurricane Gold,57.24,"UK 1/1 HB, Puffin 2007. Signed by Charlie Higson to title page with additional ""007"" added. Fine gold hardback with wraparound band as issued. ",Y,7,,0,Hard Cover,,Signed by Author,Puffin,First Edition,F,No Jacket,9780141383910,UK,2007,,D,,,,,,
